candidate,seed,target,season,geography,horizon,wis,scaled_wis,covered_50,covered_80,covered_90,covered_95
direct,44,wk inc flu hosp,2025-2026,states_dc,0,24.10118372874228,0.03997292752463821,0.30732292917166865,0.5374149659863946,0.6430572228891557,0.7102841136454582
direct,44,wk inc flu hosp,2025-2026,states_dc,1,41.914873070134675,0.06574379206892052,0.2949346405228758,0.5183823529411765,0.6131535947712419,0.681781045751634
direct,44,wk inc flu hosp,2025-2026,states_dc,2,53.45945501556525,0.08281249315786131,0.3045473508552357,0.523988318731748,0.624947851481018,0.690863579474343
direct,44,wk inc flu hosp,2025-2026,states_dc,3,58.41115190401562,0.0911985029588768,0.3132992327365729,0.5473145780051151,0.6427962489343564,0.7054560954816709
direct,44,wk inc flu prop ed visits,2025-2026,US,0,0.002682451884018587,0.048158936498465976,0.3673469387755102,0.6530612244897959,0.7142857142857143,0.7551020408163265
direct,44,wk inc flu prop ed visits,2025-2026,US,1,0.004603895434651138,0.08265524134985948,0.20833333333333334,0.4375,0.5833333333333334,0.625
direct,44,wk inc flu prop ed visits,2025-2026,US,2,0.005927955661671496,0.10642652790046513,0.2127659574468085,0.3617021276595745,0.48936170212765956,0.5106382978723404
direct,44,wk inc flu prop ed visits,2025-2026,US,3,0.006451375495033609,0.11582365545645339,0.1956521739130435,0.32608695652173914,0.391304347826087,0.5217391304347826
direct,44,wk inc flu prop ed visits,2025-2026,states_dc,0,0.003145302617738124,0.05292979371871331,0.38495398159263705,0.5946378551420568,0.6814725890356143,0.7266906762705082
direct,44,wk inc flu prop ed visits,2025-2026,states_dc,1,0.004635956884852606,0.07742645649107337,0.30106209150326796,0.5187908496732027,0.6090686274509803,0.6809640522875817
direct,44,wk inc flu prop ed visits,2025-2026,states_dc,2,0.005886774056329801,0.09817770174152214,0.2786816854401335,0.48018356278681684,0.5657071339173968,0.6420525657071339
direct,44,wk inc flu prop ed visits,2025-2026,states_dc,3,0.006711606047425525,0.11231739971828984,0.26044330775788577,0.45652173913043476,0.5524296675191815,0.6248934356351236
direct,44,wk inc rsv hosp,2025-2026,US,0,500.6863003023694,0.05289312278706628,0.22641509433962265,0.4339622641509434,0.5660377358490566,0.6037735849056604
direct,44,wk inc rsv hosp,2025-2026,US,1,711.7803883371066,0.07519336449789844,0.17307692307692307,0.34615384615384615,0.4807692307692308,0.5769230769230769
direct,44,wk inc rsv hosp,2025-2026,US,2,910.5545174390398,0.09619211044147895,0.1568627450980392,0.3137254901960784,0.4117647058823529,0.5098039215686274
direct,44,wk inc rsv hosp,2025-2026,US,3,1085.7730860305453,0.11470241770869909,0.16,0.36,0.4,0.46
direct,44,wk inc rsv hosp,2025-2026,states_dc,0,11.295744344956518,0.05913161107775095,0.23122456529781724,0.4117647058823529,0.5038845726970034,0.5638179800221975
direct,44,wk inc rsv hosp,2025-2026,states_dc,1,14.849021027642848,0.07320276034520634,0.19343891402714933,0.36689291101055804,0.46568627450980393,0.5290346907993967
direct,44,wk inc rsv hosp,2025-2026,states_dc,2,18.65811699995669,0.08929487582220187,0.1787773933102653,0.32141484044598234,0.40984236831987697,0.48366013071895425
direct,44,wk inc rsv hosp,2025-2026,states_dc,3,22.46273206867393,0.10589583083106527,0.1568627450980392,0.28627450980392155,0.3658823529411765,0.427843137254902
direct,44,wk inc rsv prop ed visits,2025-2026,US,0,0.00038473352686302397,0.040076407144704465,0.39622641509433965,0.6037735849056604,0.7358490566037735,0.8301886792452831
direct,44,wk inc rsv prop ed visits,2025-2026,US,1,0.00048427501341101497,0.050445311500957,0.36538461538461536,0.5961538461538461,0.6923076923076923,0.75
direct,44,wk inc rsv prop ed visits,2025-2026,US,2,0.0005856057685964061,0.06100059799808604,0.43137254901960786,0.5686274509803921,0.6862745098039216,0.7058823529411765
direct,44,wk inc rsv prop ed visits,2025-2026,US,3,0.0006569185978897503,0.06842901736331174,0.42,0.56,0.64,0.7
direct,44,wk inc rsv prop ed visits,2025-2026,states_dc,0,0.0006323760538196595,0.054557025201609946,0.30632630410654826,0.4968553459119497,0.6008139104698483,0.6629670736219015
direct,44,wk inc rsv prop ed visits,2025-2026,states_dc,1,0.0007028555746780527,0.06053427811522274,0.3046757164404223,0.5094268476621417,0.6055806938159879,0.668552036199095
direct,44,wk inc rsv prop ed visits,2025-2026,states_dc,2,0.0007844428935485999,0.0674030894312867,0.2952710495963091,0.4986543637062668,0.5936178392925798,0.6593617839292579
direct,44,wk inc rsv prop ed visits,2025-2026,states_dc,3,0.0008491348853417383,0.07305576644915517,0.2819607843137255,0.49137254901960786,0.5882352941176471,0.652156862745098
joint,42,wk inc covid hosp,2025-2026,US,0,774.1107378224099,0.028420047086418525,0.09433962264150944,0.20754716981132076,0.32075471698113206,0.39622641509433965
joint,42,wk inc covid hosp,2025-2026,US,1,1091.055332235381,0.040056082936200145,0.057692307692307696,0.15384615384615385,0.23076923076923078,0.3076923076923077
joint,42,wk inc covid hosp,2025-2026,US,2,1367.6507316111947,0.0502107725562668,0.0392156862745098,0.13725490196078433,0.17647058823529413,0.21568627450980393
joint,42,wk inc covid hosp,2025-2026,US,3,1616.060127789572,0.05933066508735048,0.06,0.08,0.12,0.24
joint,42,wk inc covid hosp,2025-2026,states_dc,0,18.92644105855506,0.03704992636539024,0.2800591934887162,0.4953755086940437,0.608583055863855,0.680725120236774
joint,42,wk inc covid hosp,2025-2026,states_dc,1,24.03555856235904,0.044146729663272585,0.23868778280542988,0.4419306184012066,0.5656108597285068,0.6402714932126696
joint,42,wk inc covid hosp,2025-2026,states_dc,2,28.156451866852617,0.05007869168932145,0.23183391003460208,0.43675509419454056,0.5371011149557863,0.6143790849673203
joint,42,wk inc covid hosp,2025-2026,states_dc,3,32.44249199495804,0.05636487265271431,0.22862745098039217,0.41568627450980394,0.5101960784313726,0.5835294117647059
joint,42,wk inc covid prop ed visits,2025-2026,US,0,0.001416851868638574,0.054368835965783326,0.018867924528301886,0.20754716981132076,0.24528301886792453,0.33962264150943394
joint,42,wk inc covid prop ed visits,2025-2026,US,1,0.0017830457117879238,0.06842078693578661,0.057692307692307696,0.17307692307692307,0.21153846153846154,0.2692307692307692
joint,42,wk inc covid prop ed visits,2025-2026,US,2,0.0019658893320982592,0.07543704249508845,0.13725490196078433,0.17647058823529413,0.21568627450980393,0.27450980392156865
joint,42,wk inc covid prop ed visits,2025-2026,US,3,0.002163458675709958,0.08301836801856279,0.08,0.18,0.22,0.24
joint,42,wk inc covid prop ed visits,2025-2026,states_dc,0,0.0014752178362397567,0.049644488960518984,0.1994080651128376,0.35331113577506473,0.43581206067332595,0.5005549389567148
joint,42,wk inc covid prop ed visits,2025-2026,states_dc,1,0.0017796627397329609,0.05986116214967721,0.16930618401206637,0.30279034690799395,0.3717948717948718,0.43024132730015086
joint,42,wk inc covid prop ed visits,2025-2026,states_dc,2,0.0020172837421326183,0.06781686841937826,0.1518646674356017,0.2779700115340254,0.3602460592079969,0.41753171856978083
joint,42,wk inc covid prop ed visits,2025-2026,states_dc,3,0.0022822116227786435,0.07675990118816219,0.15137254901960784,0.26745098039215687,0.3325490196078431,0.3854901960784314
joint,42,wk inc flu hosp,2025-2026,US,0,1047.4634632666384,0.027480220652497583,0.5102040816326531,0.8163265306122449,0.8775510204081632,0.8979591836734694
joint,42,wk inc flu hosp,2025-2026,US,1,1798.6316750408948,0.04718713065995813,0.3958333333333333,0.625,0.7916666666666666,0.875
joint,42,wk inc flu hosp,2025-2026,US,2,2414.6988972171075,0.06334966405217443,0.3404255319148936,0.6170212765957447,0.6808510638297872,0.7446808510638298
joint,42,wk inc flu hosp,2025-2026,US,3,2887.2614082135956,0.0757473490595188,0.30434782608695654,0.4782608695652174,0.6086956521739131,0.6956521739130435
joint,42,wk inc flu hosp,2025-2026,states_dc,0,25.668515555397562,0.041404115906112475,0.40496198479391754,0.6530612244897959,0.7478991596638656,0.8007202881152461
joint,42,wk inc flu hosp,2025-2026,states_dc,1,41.30887807499634,0.06478475349082186,0.3415032679738562,0.5947712418300654,0.6834150326797386,0.7516339869281046
joint,42,wk inc flu hosp,2025-2026,states_dc,2,54.42728724529535,0.08414282520422632,0.311639549436796,0.5456821026282853,0.6462244472256988,0.722569879015436
joint,42,wk inc flu hosp,2025-2026,states_dc,3,64.48876750068443,0.09898753735170979,0.2949701619778346,0.5183290707587382,0.6223358908780904,0.7033248081841432
joint,42,wk inc flu prop ed visits,2025-2026,US,0,0.0016669224722690205,0.029926804640240633,0.42857142857142855,0.7551020408163265,0.8979591836734694,0.9183673469387755
joint,42,wk inc flu prop ed visits,2025-2026,US,1,0.003621339379824876,0.06501509095891463,0.25,0.6041666666666666,0.7291666666666666,0.7916666666666666
joint,42,wk inc flu prop ed visits,2025-2026,US,2,0.005153138317493204,0.09251597856368017,0.1276595744680851,0.425531914893617,0.6382978723404256,0.7446808510638298
